"Age..range","Catalog.ID","Note.on.data","Note.on.methods","Note.on.country","Note.on.population","Contraceptive.use.ANY","Contraceptive.use.MODERN","Contraceptive.use.TRADITIONAL","Unmet","GEO.biases..unknown.direction.","Non.pregnant.and.other.positive.biases","Negative.bias","Population.type","age.cat.bias","Modern.method.bias","Folk.method.positive.bias","Absence.of.probing.questions.bias...1","ISO.code","Country","Start.year_Year","End.year_Year","Start.year","End.year","Source.name","Data.series.type","EXCLUDE1isyes","SurveyID","SE.logR.modern.nouse","SE.logR.trad.nouse","SE.logR.unmet.noneed","SE.modern","SE.trad","SE.unmet","In.union","rec_ID"
"15-54",7346,NA,NA,NA,NA,66.75316634,65.90758983,0.845576508,NA,NA,NA,NA,"MW","-",NA,NA,0,56,"Belgium",2013,2013,2013,2013.99726,"2013 Enquête de Santé","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7346_2013_NA"
"15-49",7499,NA,NA,NA,NA,66.7,65.4,1.3,NA,NA,NA,NA,"MW","0",NA,NA,0,56,"Belgium",2018,2018,2018.580822,2018.99726,"2018 Enquête de Santé","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7499_2018_NA"
"15-44",779,NA,NA,NA,NA,46.87178815,43.1024646,3.663188254,25.7,NA,NA,NA,"MW","?",NA,NA,0,84,"Belize",1991,1991,1991.038356,1991.134247,"1991 FHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_779_1991_NA"
"15-44",154,NA,NA,NA,NA,56.1,50.95,5.15,20.8,NA,NA,NA,"MW","?",NA,NA,0,84,"Belize",1999,1999,1999.827397,1999.950685,"1999 FHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_154_1999_NA"
"15-49",4988,NA,NA,NA,NA,55.15686025,51.98317898,3.173681266,15.9,NA,NA,NA,"MW","0",NA,NA,1,84,"Belize",2011,2011,2011.446575,2011.591781,"2011 MICS","MICS",0,"bzwm4",0.054088398,0.121308024,0.064319466,0.013150234,0.00361143,0.00883782,1,"1_4988_2011_NA"
"15-49",5761,NA,NA,NA,NA,51.3596636,48.45323448,2.906429123,22.2482739,NA,NA,NA,"MW","0",NA,NA,0,84,"Belize",2015,2016,2015.79726,2016.081967,"2015-2016 MICS","MICS",0,"bzwm5",0.045837082,0.141238161,0.066991304,0.011202025,0.003902096,0.009781747,1,"1_5761_2015_NA"
"15-49",697,NA,"Abstinence is excluded from the sum of any traditional method.",NA,NA,6.6,0.7,5.9,NA,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",1981,1982,1982,1982.745205,"1981-1982 WFS","WFS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_697_1982_NA"
"15-49",1780,NA,NA,NA,NA,16.40476259,3.424739737,12.98002285,27.66792586,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",1996,1996,1996.415301,1996.663934,"1996 DHS","DHS",0,"bj38",0.104695609,0.067152822,0.043306793,0.003438431,0.007541354,0.008035259,1,"1_1780_1996_NA"
"15-49",1761,NA,NA,NA,NA,18.59309998,7.18321174,11.40988824,27.93150715,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2001,2001,2001.580822,2001.912329,"2001 DHS","DHS",0,"bj41",0.070687631,0.057211353,0.038805846,0.004613796,0.005660683,0.00743533,1,"1_1761_2001_NA"
"15-49",694,NA,NA,NA,NA,17.01408854,6.149999212,10.86408932,27.28751069,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2006,2006,2006.580822,2006.912329,"2006 DHS","DHS",0,"bj51",0.044125428,0.042179746,0.024153591,0.002496845,0.004026756,0.004735472,1,"1_694_2006_NA"
"15-49",4493,NA,NA,NA,NA,12.93466187,7.895987111,5.03867476,32.5608704,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2011,2012,2011.915068,2012.245902,"2011-2012 DHS","DHS",0,"bj61",0.046985398,0.075799029,0.025197442,0.003327964,0.003568439,0.005488242,1,"1_4493_2011_NA"
"15-49",5665,NA,NA,NA,NA,17.86317125,12.35804714,5.505124114,33.14087487,NA,NA,NA,"MW","0",NA,NA,1,204,"Benin",2014,2014,2014.328767,2014.328767,"2014 MICS","MICS",0,"bjwm5",0.048492909,0.070514085,0.028204568,0.005246142,0.003663797,0.005913763,1,"1_5665_2014_NA"
"15-49",6055,NA,NA,NA,NA,15.50953429,12.03575813,3.473776155,32.31660964,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2017,2018,2017.846575,2018.158904,"2017-2018 DHS","DHS",0,"bj71",0.040802014,0.069001959,0.026461916,0.004284371,0.002293361,0.005585877,1,"1_6055_2017_NA"
"15-49",630,NA,NA,NA,NA,30.7,30.7,NA,NA,NA,NA,NA,"MW","0",NA,NA,0,64,"Bhutan",2000,2000,2000,2000,"2000 NHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_630_2000_NA"
"15-49",4989,NA,NA,NA,NA,65.60409679,65.38392636,0.22017043,11.7,NA,NA,NA,"MW","0",NA,NA,1,64,"Bhutan",2010,2010,2010.246575,2010.643836,"2010 MICS","MICS",0,"btwm4",0.028619376,0.271710608,0.049946915,0.0065213,0.000601695,0.005781274,1,"1_4989_2010_NA"
"15-49",1768,NA,NA,NA,NA,30.27644579,12.24721146,18.02923434,35.7,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",1989,1989,1989.161644,1989.578082,"1989 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_1768_1989_NA"
"15-49",1769,NA,NA,NA,NA,45.32251415,17.78006253,27.54245161,28.88754129,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",1993,1994,1993.832877,1994.410959,"1994 DHS","DHS",0,"bo33",0.060874296,0.04248878,0.042991408,0.008243571,0.007710769,0.00847741,1,"1_1769_1993_NA"
"15-49",1766,NA,NA,NA,NA,48.32966455,25.21416154,23.11550301,26.5551806,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",1998,1998,1998.161644,1998.745205,"1998 DHS","DHS",0,"bo3b",0.041257076,0.039616034,0.039987399,0.007246148,0.006501171,0.006754971,1,"1_1766_1998_NA"
"15-49",1930,NA,NA,NA,NA,53.43939386,30.49482773,22.94456612,NA,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2000,2000,2000.620219,2000.871585,"2000 MICS","MICS",0,"bowm2",0.05954835,0.057260145,NA,0.011711004,0.009379604,NA,1,"1_1930_2000_NA"
"15-49",1844,NA,NA,NA,NA,58.35530592,34.91178631,23.4435196,22.82551584,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2003,2004,2003.580822,2004.081967,"2003 DHS","DHS",0,"bo41",0.040225965,0.043412542,0.041626442,0.009282989,0.007977802,0.00637132,1,"1_1844_2003_NA"
"15-49",4492,NA,NA,NA,NA,60.62975488,34.56356995,26.06618493,20.12933457,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2008,2008,2008.084699,2008.494536,"2008 DHS","DHS",0,"bo51",0.038647811,0.038078944,0.040366804,0.008140032,0.006877745,0.005885171,1,"1_4492_2008_NA"
"15-49",7485,NA,NA,NA,NA,66.5,45.1,21.3,23.2,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2016,2016,2016.336066,2016.745902,"2016 DHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7485_2016_NA"
"15-49",2894,NA,NA,NA,NA,47.45555943,16.22516556,31.23039387,NA,NA,NA,NA,"MW","0",NA,NA,1,70,"Bosnia and Herzegovina",2000,2000,2000.63388,2000.800546,"2000 MICS","MICS",0,"bhwm2",0.065014904,0.066635312,NA,0.007931914,0.013066091,NA,1,"1_2894_2000_NA"
"15-49",2296,NA,NA,NA,NA,35.7088405,11.28308818,24.42575232,NA,NA,NA,NA,"MW","0",NA,NA,1,70,"Bosnia and Herzegovina",2006,2006,2006.367123,2006.520548,"2006 MICS","MICS",0,"bhwm3",0.096961955,0.093590159,NA,0.008905269,0.016145836,NA,1,"1_2296_2006_NA"
"15-49",4990,NA,NA,NA,NA,46.01743031,12.13809947,33.87933083,9,NA,NA,NA,"MW","0",NA,NA,0,70,"Bosnia and Herzegovina",2011,2012,2011.832877,2012.245902,"2011-2012 MICS","MICS",0,"bhwm4",0.092701974,0.080439141,0.074781143,0.00866379,0.016170126,0.015785717,1,"1_4990_2011_NA"
"15-49",826,NA,"Abstinence is excluded from the sum of any traditional method.",NA,NA,19.3,18.6,0.7,NA,NA,NA,NA,"MW","0",NA,NA,0,72,"Botswana",1984,1984,1984.163934,1984.497268,"1984 FHS (CPS)","CPS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_826_1984_NA"
"15-49",1803,NA,NA,NA,NA,33,31.7,1.3,26.9,NA,NA,NA,"MW","0",NA,NA,0,72,"Botswana",1988,1988,1988.581967,1988.997268,"1988 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_1803_1988_NA"
"15-49",113,NA,NA,NA,NA,47.20554417,45.65423141,0.696944667,NA,NA,NA,NA,"MW","0",NA,NA,0,72,"Botswana",1996,1996,1996,1996,"1996 FHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_113_1996_NA"
"15-49",1927,NA,NA,NA,NA,44.4,42.1,2.3,NA,NA,NA,NA,"MW","0",NA,NA,1,72,"Botswana",2000,2000,2000.39071,2000.579235,"2000 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_1927_2000_NA"
"15-49",2951,NA,NA,NA,NA,69.7,NA,NA,9.6,NA,NA,NA,"MW","0",NA,NA,0,72,"Botswana",2007,2008,2007.665753,2008.081967,"2007 FHS-MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2951_2007_NA"
"15-49",7666,NA,NA,NA,NA,67.4,NA,NA,NA,NA,NA,NA,"MW","0",NA,NA,1,72,"Botswana",2017,2017,2017.580822,2017.830137,"2017 BDS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7666_2017_NA"
"15-44",1869,NA,NA,NA,NA,66.18778933,56.5226841,9.665105229,12.8,NA,NA,NA,"MW","?",NA,NA,0,76,"Brazil",1986,1986,1986.328767,1986.663014,"1986 FP-MCH DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_1869_1986_NA"
"15-49",1868,NA,NA,NA,NA,76.73561122,70.27654811,6.459063103,10.84937003,NA,NA,NA,"MW","0",NA,NA,0,76,"Brazil",1996,1996,1996.163934,1996.494536,"1996 DHS","DHS",0,"br31",0.033630185,0.061979748,0.05204486,0.006788663,0.003613858,0.004164342,1,"1_1868_1996_NA"
"15-49",2952,NA,"Traditional methods include other methods.",NA,NA,80.6,77.1,3.5,6,NA,NA,NA,"MW","0",NA,NA,0,76,"Brazil",2006,2007,2006.832877,2007.408219,"2006-2007 PNDS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2952_2006_NA"
"18-49",6006,NA,NA,NA,NA,80.20049957,77.67249424,2.528005332,NA,NA,NA,NA,"MW","+",NA,NA,0,76,"Brazil",2013,2013,2013,2013,"2013 PNS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_6006_2013_NA"
"15-44",4961,NA,NA,NA,NA,75.1,6,69.1,NA,NA,NA,NA,"MW","?",NA,NA,0,100,"Bulgaria",1976,1976,1976.833333,1976.997268,"1976 WFS","WFS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_4961_1976_NA"
"15-44",2851,NA,NA,NA,NA,85.9,45.6,40.3,NA,NA,NA,NA,"MW","?",NA,NA,0,100,"Bulgaria",1995,1995,1995,1995,"1995 WTS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2851_1995_NA"
"20-44",2870,"Adjusted.",NA,NA,NA,63.4,39.6,23.8,29.7,NA,NA,NA,"MW","+",NA,NA,1,100,"Bulgaria",1997,1998,1997.832877,1998.243836,"1997-1998 FFS","FFS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2870_1997_NA"
"18-49",5428,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.",NA,"Data pertain to women with co-resident male partner.",64.4,36.8,27.6,NA,NA,NA,NA,"MW","+","+",NA,1,100,"Bulgaria",2004,2005,2004.833333,2005,"2004-2005 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_5428_2004_NA"
"21-49",5429,NA,"Modern methods exclude female and male sterilisation.",NA,NA,70.1,39.6,30.5,NA,NA,NA,NA,"MW","+","-",NA,1,100,"Bulgaria",2007,2007,2007.246575,2007.493151,"2007 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_5429_2007_NA"
"15-49",1776,NA,NA,NA,NA,7.930701634,4.185773992,3.744927643,24.58719833,NA,NA,NA,"MW","0",NA,NA,0,854,"Burkina Faso",1992,1993,1992.915301,1993.243836,"1993 DHS","DHS",0,"bf22",0.080160923,0.11557096,0.050653082,0.003190207,0.004147212,0.009160855,1,"1_1776_1992_NA"
"15-49",1777,NA,NA,NA,NA,11.86903674,4.829604657,7.039432084,30.29218648,NA,NA,NA,"MW","0",NA,NA,0,854,"Burkina Faso",1998,1999,1998.832877,1999.243836,"1998-1999 DHS","DHS",0,"bf31",0.084225153,0.12798552,0.042075263,0.003818508,0.008329421,0.008909653,1,"1_1777_1998_NA"
"15-49",1787,NA,NA,NA,NA,13.77901662,8.766270355,5.012746269,29.83143448,NA,NA,NA,"MW","0",NA,NA,0,854,"Burkina Faso",2003,2003,2003.413699,2003.912329,"2003 DHS","DHS",0,"bf44",0.070624293,0.081420636,0.032437786,0.005591599,0.00383012,0.006673281,1,"1_1787_2003_NA"
"15-49",136,NA,NA,NA,NA,17.47090032,14.3290945,3.141805827,NA,NA,NA,NA,"MW","0",NA,NA,1,854,"Burkina Faso",2006,2006,2006.238356,2006.449315,"2006 MICS","MICS",0,"bfwm3",0.103072659,0.208926326,NA,0.011907709,0.00598999,NA,1,"1_136_2006_NA"
"15-49",4494,NA,NA,NA,NA,16.17712845,15.01640497,1.160723485,24.50462354,NA,NA,NA,"MW","0",NA,NA,0,854,"Burkina Faso",2010,2011,2010.328767,2011.082192,"2010 DHS","DHS",0,"bf62",0.037888241,0.122545139,0.023825137,0.004791464,0.001392498,0.004275672,1,"1_4494_2010_NA"
"15-49",5993,NA,NA,NA,NA,18.40272442,18.36215747,0.040566951,37.78273443,NA,NA,NA,"MW","0",NA,NA,1,854,"Burkina Faso",2014,2014,2014.832877,2014.99726,"2014 PMA-R1","PMA",0,"PMA2014_BFR1_HHQFQ_v2_20Jun2017",0.120411738,1.002381989,0.130648211,0.017786934,0.000708392,0.028702622,1,"1_5993_2014_NA"
"15-49",5764,NA,NA,NA,NA,21.22557118,20.61070406,0.576271833,31.16300215,NA,NA,NA,"MW","0",NA,NA,0,854,"Burkina Faso",2015,2015,2015.328767,2015.493151,"2015 PMA-R2","PMA",0,"PMA2015_BFR2_HHQFQ_v2_20Jun2017",0.144281833,0.296806508,0.134645882,0.023160853,0.001942099,0.027748758,1,"1_5764_2015_NA"
"15-49",6107,NA,NA,NA,NA,25.35189663,24.21286393,1.0947898,28.36074345,NA,NA,NA,"MW","0",NA,NA,0,854,"Burkina Faso",2016,2016,2016.163934,2016.412568,"2016 PMA-R3","PMA",0,"PMA2016_BFR3_HHQFQ_v2_20Jun2017",0.104601259,0.206103931,0.090748626,0.019056809,0.002473555,0.016736765,1,"1_6107_2016_NA"
"15-49",7483,NA,NA,NA,NA,25.71488185,24.72187776,0.993004092,27.76177137,NA,NA,NA,"MW","0",NA,NA,0,854,"Burkina Faso",2016,2017,2016.833333,2017.082192,"2016-2017 PMA-R4","PMA",0,"PMA2016_BFR4_HHQFQ_v3_18Oct2017",0.082178074,0.237973115,0.097741313,0.015075454,0.002082654,0.018526625,1,"1_7483_2016_NA"
"15-49",7719,NA,NA,NA,NA,32.50796729,30.48385789,1.919659981,22.68848942,NA,NA,NA,"MW","0",NA,NA,0,854,"Burkina Faso",2018,2019,2018.915068,2019.082192,"2018-2019 PMA-R6","PMA",0,"PMA2018_BFR6_HHQFQ_v1_20May2019",0.088601589,0.19710433,0.09887889,0.018579033,0.003421095,0.015676684,1,"1_7719_2018_NA"
"15-49",9010,NA,NA,NA,NA,29.63162699,27.72620503,1.886916614,26.16680578,NA,NA,NA,"MW","0",NA,NA,0,854,"Burkina Faso",2020,2020,2019.915068,2020.15847,"2020 PMA-Phase 1","PMA",0,"PMA2019_BFP1_HHQFQ_v2_1Oct2021",0.080447952,0.21039777,0.084395152,0.016021834,0.003980598,0.016263516,1,"1_9010_2019_NA"
"15-49",9097,NA,NA,NA,NA,35.16648908,31.98467054,3.173737692,22.33276397,NA,NA,NA,"MW","0",NA,NA,0,854,"Burkina Faso",2020,2021,2020.915301,2021.243836,"2021 PMA-Phase 2","PMA",0,NA,NA,NA,NA,NA,NA,NA,1,"1_9097_2020_NA"
"15-49",1716,NA,NA,NA,NA,8.712501622,1.232876243,7.479625379,25.1,NA,NA,NA,"MW","0",NA,NA,0,108,"Burundi",1987,1987,1987.161644,1987.578082,"1987 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_1716_1987_NA"
"15-49",1905,NA,NA,NA,NA,15.68627451,10.03921569,5.647058824,NA,NA,NA,NA,"MW","0",NA,NA,1,108,"Burundi",2000,2000,2000.29235,2000.385246,"2000 MICS","MICS",0,"buwm2",0.0937377,0.089547147,NA,0.008402588,0.004716355,NA,1,"1_1905_2000_NA"
"15-49",2919,NA,NA,NA,NA,20,8.484,11.514,29,NA,NA,NA,"MW","0",NA,NA,0,108,"Burundi",2002,2002,2002,2002,"2002 Survey","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2919_2002_NA"
"15-49",148,NA,NA,NA,NA,9.107053278,7.821634964,1.285418314,NA,NA,NA,NA,"MW","0",NA,NA,1,108,"Burundi",2005,2005,2005.715068,2005.99726,"2005 MICS","MICS",0,"buwm3",0.066677611,0.149791972,NA,0.004798852,0.001897048,NA,1,"1_148_2005_NA"
"15-49",6035,NA,NA,NA,NA,22.7,19.6,3.1,NA,NA,NA,NA,"MW","0",NA,NA,0,108,"Burundi",2009,2009,2009,2009,"2009 PMS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_6035_2009_NA"
"15-49",4950,NA,NA,NA,NA,21.86581289,17.73441974,4.131393146,32.40371397,NA,NA,NA,"MW","0",NA,NA,0,108,"Burundi",2010,2011,2010.580822,2011.082192,"2010 DHS","DHS",0,"bu61",0.049687088,0.080369289,0.037287937,0.007194402,0.003155471,0.007582757,1,"1_4950_2010_NA"
"15-49",6033,NA,NA,NA,NA,31.7,30,1.7,NA,NA,NA,NA,"MW","0",NA,NA,1,108,"Burundi",2012,2012,2012.833333,2012.997268,"2012 PMS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_6033_2012_NA"
"15-49",6056,NA,NA,NA,NA,28.5443379,22.47711239,6.067225505,29.71446651,NA,NA,NA,"MW","0",NA,NA,0,108,"Burundi",2016,2017,2016.748634,2017.158904,"2016 DHS","DHS",0,"bu71",0.035598296,0.054547747,0.030227143,0.006123434,0.003065662,0.005902903,1,"1_6056_2016_NA"
"15-49",2779,NA,NA,NA,NA,23.8,19,4.8,NA,NA,NA,NA,"MW","0",NA,NA,0,132,"Cabo Verde",1988,1989,1988,1989,"1988-1989 FS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2779_1988_NA"
"15-49",155,NA,NA,NA,NA,52.9,46,6.9,14.2,NA,NA,NA,"MW","0",NA,NA,0,132,"Cabo Verde",1998,1998,1998.161644,1998.663014,"1998 DHS-RHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_155_1998_NA"
"15-49",2942,NA,NA,NA,NA,61.3,57.1,4.3,16.7,NA,NA,NA,"MW","0",NA,NA,0,132,"Cabo Verde",2005,2005,2005.49589,2005.99726,"2005 DHS-RHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2942_2005_NA"
"15-49",9011,"Preliminary data.",NA,NA,NA,55.8,54.6,1.1,NA,NA,NA,NA,"MW","0",NA,NA,0,132,"Cabo Verde",2018,2018,2018.084932,2018.410959,"2018 DHS-RHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_9011_2018_NA"
"15-44",2852,NA,NA,NA,NA,12.6,6.9,5.7,NA,NA,NA,NA,"MW","?",NA,NA,0,116,"Cambodia",1995,1995,1995,1995,"1995 KAP","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2852_1995_NA"
"15-49",172,NA,"Traditional methods include folk methods.",NA,NA,21.8,16.1,5.7,NA,NA,NA,NA,"MW","0",NA,"Including folk methods.",0,116,"Cambodia",1998,1998,1998.328767,1998.578082,"1998 DHS-NS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_172_1998_NA"
"15-49",1825,NA,NA,NA,NA,23.80604533,18.75651116,5.049534161,33.04765558,NA,NA,NA,"MW","0",NA,NA,0,116,"Cambodia",2000,2000,2000.084699,2000.579235,"2000 DHS","DHS",0,"kh42",0.044977551,0.084738886,0.029626297,0.006664521,0.00395982,0.007272621,1,"1_1825_2000_NA"
"15-49",1812,NA,NA,NA,NA,40.00153025,27.15926691,12.84226334,25.27882439,NA,NA,NA,"MW","0",NA,NA,0,116,"Cambodia",2005,2006,2005.665753,2006.243836,"2005 DHS","DHS",0,"kh51",0.03788998,0.050195622,0.031268124,0.007187389,0.005386727,0.005925755,1,"1_1812_2005_NA"
"15-49",4951,NA,NA,NA,NA,50.53950681,34.87330492,15.66620188,16.94928745,NA,NA,NA,"MW","0",NA,NA,0,116,"Cambodia",2010,2011,2010.49589,2011.082192,"2010 DHS","DHS",0,"kh61",0.032875439,0.046260013,0.036938882,0.007360771,0.00599598,0.005111445,1,"1_4951_2010_NA"
"15-49",5566,NA,NA,NA,NA,56.31623643,38.81346052,17.50277591,12.46044566,NA,NA,NA,"MW","0",NA,NA,0,116,"Cambodia",2014,2014,2014.413699,2014.99726,"2014 DHS","DHS",0,"kh73",0.03115738,0.041344215,0.043372275,0.00700552,0.005645566,0.004633131,1,"1_5566_2014_NA"
"15-54",776,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,"MW","-",NA,NA,0,120,"Cameroon",1978,1978,1978,1978,"1978 WFS","WFS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_776_1978_NA"
"15-49",1798,NA,NA,NA,NA,16.05538489,4.280824244,11.77456064,22.34995675,NA,NA,NA,"MW","0",NA,NA,0,120,"Cameroon",1991,1991,1991.246575,1991.745205,"1991 DHS","DHS",0,"cm22",0.11986843,0.093861424,0.067718447,0.004665233,0.009427907,0.010192651,1,"1_1798_1991_NA"
"15-49",1674,NA,NA,NA,NA,19.34752709,7.095535218,12.25199187,20.71102354,NA,NA,NA,"MW","0",NA,NA,0,120,"Cameroon",1998,1998,1998.084932,1998.493151,"1998 DHS","DHS",0,"cm31",0.102547616,0.093288739,0.061519072,0.006219497,0.009427012,0.008884212,1,"1_1674_1998_NA"
"15-49",1914,NA,NA,NA,NA,25.20526973,NA,NA,NA,NA,NA,NA,"MW","0",NA,NA,0,120,"Cameroon",2000,2000,2000.497268,2000.653005,"2000 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_1914_2000_NA"
"15-49",1786,NA,NA,NA,NA,25.95845099,13.04281671,12.91563427,20.51284283,NA,NA,NA,"MW","0",NA,NA,0,120,"Cameroon",2004,2004,2004.084699,2004.663934,"2004 DHS","DHS",0,"cm43",0.04931122,0.046634246,0.035750666,0.005285041,0.004926559,0.005712904,1,"1_1786_2004_NA"
"15-49",2312,NA,NA,NA,NA,29.20094465,13.99160616,15.20933849,NA,NA,NA,NA,"MW","0",NA,NA,1,120,"Cameroon",2006,2006,2006.331507,2006.465753,"2006 MICS","MICS",0,"cmwm3",0.050067015,0.062045756,NA,0.00588558,0.007844581,NA,1,"1_2312_2006_NA"
"15-49",4686,NA,NA,NA,NA,23.36664294,14.41850567,8.948137273,23.49206562,NA,NA,NA,"MW","0",NA,NA,0,120,"Cameroon",2011,2011,2011,2011.663014,"2011 DHS","DHS",0,"cm61",0.045393486,0.056784788,0.034882144,0.00526247,0.004354572,0.005676064,1,"1_4686_2011_NA"
"15-49",5641,NA,NA,NA,NA,34.34239566,19.93222125,14.41017442,17.97390889,NA,NA,NA,"MW","0",NA,NA,1,120,"Cameroon",2014,2014,2014,2014,"2014 MICS","MICS",0,"cmwm5",0.050665317,0.054856172,0.041470511,0.007481466,0.006255019,0.00592349,1,"1_5641_2014_NA"
"15-49",7684,NA,NA,NA,NA,19.32519684,15.04627457,4.278922267,21.5090219,NA,NA,NA,"MW","0",NA,NA,0,120,"Cameroon",2018,2018,2018.413699,2018.99726,"2018 DHS","DHS",0,"cm71",0.051981453,0.090416465,0.037583409,0.006454439,0.003594484,0.00614182,1,"1_7684_2018_NA"
"18-49",2740,NA,NA,NA,NA,73.1,70.6146,2.5585,NA,NA,NA,NA,"MW","+",NA,NA,0,124,"Canada",1984,1984,1984,1984,"1984 FS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2740_1984_NA"
"15-49",2854,NA,NA,NA,NA,74.714407,73.289476,1.424931,NA,NA,NA,NA,"MW","0",NA,NA,1,124,"Canada",1995,1995,1995,1995.99726,"1995 FFS","FFS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2854_1995_NA"
"15-44",4962,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,"MW","?",NA,NA,0,124,"Canada",1998,1998,1998,1998,"1998 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_4962_1998_NA"
"15-49",1732,NA,NA,NA,NA,14.77105056,3.234014813,11.53703575,19.07044583,NA,NA,NA,"MW","0",NA,NA,0,140,"Central African Republic",1994,1995,1994.665753,1995.243836,"1994-1995 DHS","DHS",0,"cf33",0.112719186,0.059208768,0.056384063,0.003515686,0.006021894,0.008246481,1,"1_1732_1994_NA"
"15-49",1934,NA,NA,NA,NA,27.94274232,11.55246449,16.39027784,NA,NA,NA,NA,"MW","0",NA,NA,0,140,"Central African Republic",2000,2000,2000.248634,2000.663934,"2000 MICS","MICS",0,"cfwm2",0.043412555,0.044536774,NA,0.00428326,0.005927912,NA,1,"1_1934_2000_NA"
"15-49",54,NA,NA,NA,NA,19.01581185,10.23191238,8.783899466,NA,NA,NA,NA,"MW","0",NA,NA,1,140,"Central African Republic",2006,2006,2006.49589,2006.852055,"2006 MICS","MICS",0,"cfwm3",0.059402157,0.075701079,NA,0.005400289,0.006011835,NA,1,"1_54_2006_NA"
"15-49",4991,NA,NA,NA,NA,15.18044076,11.3315349,3.848905869,27,NA,NA,NA,"MW","0",NA,NA,1,140,"Central African Republic",2010,2011,2010.471233,2011.016438,"2010 MICS","MICS",0,"cfwm4",0.064462631,0.093542867,0.03432497,0.006429674,0.00343182,0.007304536,1,"1_4991_2010_NA"
"15-49",7500,NA,NA,NA,NA,17.8,14.4,3.5,37.6,NA,NA,NA,"MW","0",NA,NA,1,140,"Central African Republic",2019,2019,2018.934247,2019.457534,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7500_2018_NA"
"15-49",1675,NA,NA,NA,NA,4.139537002,1.162910316,2.976626686,17.42601905,NA,NA,NA,"MW","0",NA,NA,0,148,"Chad",1996,1997,1996.915301,1997.578082,"1996-1997 DHS","DHS",0,"td32",0.115726014,0.114747299,0.048040527,0.001329955,0.003313387,0.006671873,1,"1_1675_1996_NA"
